NE,Card,Object,Tx Optical Power(dBm),Rx Optical Power(dBm),Tx Laser Bias Current(mA),Transceiver Temperature(Celsius),3.3V supply voltage(V),+5V supply voltage(V),+1.8V supply voltage(V),XFP temperature(Celsius),TEC current(mA),Laser wavelength(nm)
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 1-SFP,-1.0,-13.2,24.0,37.3,3.2,NA,NA,NA,NA,NA
Sheberta_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Katarbei,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Katarbei,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
Katarbei,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.2,-5.0,18.1,41.1,3.26,NA,NA,NA,NA,NA
Katarbei,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 1-SFP,-0.1,-13.6,25.3,41.6,3.2,NA,NA,NA,NA,NA
Katarbei,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Rubahino_BG,XS A:SAM_16,oPort 1-SFP,0.5,-9.3,21.1,45.6,3.31,NA,NA,NA,NA,NA
Rubahino_BG,XS B:SAM_16,oPort 1-SFP,0.5,-12.7,20.5,40.7,3.31,NA,NA,NA,NA,NA
Rubahino_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.9,12.1,34.7,3.27,NA,NA,NA,NA,NA
Rubahino_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Vodopad,XS A:SAM_16,oPort 1-SFP,0.4,-11.1,23.2,47.0,3.31,NA,NA,NA,NA,NA
Vodopad,XS B:SAM_16,oPort 1-SFP,0.6,-17.9,23.3,43.9,3.31,NA,NA,NA,NA,NA
Vodopad,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-5.4,12.9,35.4,3.27,NA,NA,NA,NA,NA
Vodopad,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Silikatnaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-10.8,22.4,42.9,3.3,NA,NA,NA,NA,NA
Silikatnaya_BG,XS B:SAM_16,oPort 1-SFP,0.5,-17.2,21.1,40.6,3.31,NA,NA,NA,NA,NA
Silikatnaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.8,13.6,31.5,3.27,NA,NA,NA,NA,NA
Silikatnaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Taishet_BG,XS A:SAM_16,oPort 1-SFP,0.5,-11.6,23.9,53.3,3.3,NA,NA,NA,NA,NA
Taishet_BG,XS B:SAM_16,oPort 1-SFP,0.5,-9.7,24.6,49.7,3.3,NA,NA,NA,NA,NA
Taishet_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.8,13.3,40.9,3.26,NA,NA,NA,NA,NA
Taishet_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 1-SFP,-9.7,-20.0,17.3,38.1,3.25,NA,NA,NA,NA,NA
Taishet_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Birusa_2,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Birusa_2,XS B:SAM_16,oPort 1-SFP,0.5,-12.0,22.9,46.7,3.31,NA,NA,NA,NA,NA
Birusa_2,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.9,12.6,39.2,3.27,NA,NA,NA,NA,NA
Birusa_2,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Irkutskaya_BG_1,A1:SAM_4,oPort 1-SFP,-11.2,-11.6,25.5,38.0,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_1,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,34.6,3.32,NA,NA,NA,NA,NA
Irkutskaya_BG_1,IOM:SMD1H,oPort 1-SFP,2.2,-16.8,30.7,30.3,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_1,IOM:SMD1H,oPort 2-SFP,-10.7,-11.8,16.0,34.6,3.3,NA,NA,NA,NA,NA
Irkutskaya_BG_2,A1:SAM_4,oPort 1-SFP,-10.0,-11.0,30.4,33.4,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_2,A2:SAM_4,oPort 1-SFP,-29.2,-40.0,0.0,30.8,3.35,NA,NA,NA,NA,NA
Irkutskaya_BG_2,IOM:SMD1H,oPort 1-SFP,2.1,-18.2,29.7,30.1,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_2,IOM:SMD1H,oPort 2-SFP,-2.5,-17.6,21.1,30.0,3.33,NA,NA,NA,NA,NA
UES_BG_1,A1:SAM_1,oPort 1-SFP,-9.3,-12.7,17.2,33.5,3.3,NA,NA,NA,NA,NA
UES_BG_1,A2:SAM_1,oPort 1-SFP,-11.6,-10.1,15.3,33.7,3.3,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 1-SFP,2.1,-21.0,27.4,34.7,3.23,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 2-SFP,2.3,-3.2,15.1,23.8,3.21,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 3-SFP,-0.2,-9.6,24.8,36.9,3.21,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 4-SFP,,,,,,,,,,
UES_BG_2,A1:SAM_1,oPort 1-SFP,-10.2,-10.9,18.5,34.7,3.33,NA,NA,NA,NA,NA
UES_BG_2,A2:SAM_1,oPort 1-SFP,-2.6,-13.1,20.5,42.1,3.34,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 1-SFP,2.1,-21.9,13.3,23.8,3.28,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 2-SFP,-11.1,-11.0,15.9,34.0,3.25,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 3-SFP,-2.1,-8.7,25.7,41.5,3.22,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 4-SFP,,,,,,,,,,
Studencheskaya,A1:SAM_1,oPort 1-SFP,3.1,-22.1,14.3,23.8,3.31,NA,NA,NA,NA,NA
Studencheskaya,A2:SAM_1,oPort 1-SFP,2.3,-22.8,29.2,26.7,3.39,NA,NA,NA,NA,NA
Studencheskaya,IOM:SMD1H,oPort 1-SFP,2.3,-18.9,27.2,43.8,3.31,NA,NA,NA,NA,NA
Studencheskaya,IOM:SMD1H,oPort 2-SFP,-10.0,-23.2,16.4,33.4,3.3,NA,NA,NA,NA,NA
Studencheskaya_2,A1:SAM_1,oPort 1-SFP,-11.6,-11.8,15.5,34.2,3.32,NA,NA,NA,NA,NA
Studencheskaya_2,A2:SAM_1,oPort 1-SFP,-10.7,-11.4,18.6,34.2,3.32,NA,NA,NA,NA,NA
Studencheskaya_2,IOM:SMD1H,oPort 1-SFP,1.5,-19.1,34.1,47.0,3.29,NA,NA,NA,NA,NA
Studencheskaya_2,IOM:SMD1H,oPort 2-SFP,2.3,-16.0,33.0,47.7,3.29,NA,NA,NA,NA,NA
Kirovskaya,A1:SAM_1,oPort 1-SFP,1.5,-21.3,30.5,41.8,3.32,NA,NA,NA,NA,NA
Kirovskaya,A2:SAM_1,oPort 1-SFP,1.7,-10.8,29.2,33.1,3.32,NA,NA,NA,NA,NA
Kirovskaya,IOM:SMD1H,oPort 1-SFP,1.3,-5.0,30.6,35.7,3.3,NA,NA,NA,NA,NA
Kirovskaya,IOM:SMD1H,oPort 2-SFP,2.2,-5.0,30.8,35.0,3.3,NA,NA,NA,NA,NA
Kirovskaya_2,A1:SAM_1,oPort 1-SFP,-9.6,-13.3,17.7,29.8,3.31,NA,NA,NA,NA,NA
Kirovskaya_2,A2:SAM_1,oPort 1-SFP,1.4,-11.1,12.8,15.9,3.32,NA,NA,NA,NA,NA
Kirovskaya_2,IOM:SMD1H,oPort 1-SFP,1.8,-5.7,30.6,35.0,3.28,NA,NA,NA,NA,NA
Kirovskaya_2,IOM:SMD1H,oPort 2-SFP,2.4,-4.0,34.7,34.9,3.28,NA,NA,NA,NA,NA
Oktyabrskaya,A1:SAM_1,oPort 1-SFP,2.7,-11.5,27.3,34.2,3.31,NA,NA,NA,NA,NA
Oktyabrskaya,A2:SAM_1,oPort 1-SFP,1.6,-4.9,27.8,34.1,3.31,NA,NA,NA,NA,NA
Oktyabrskaya_2,A1:SAM_1,oPort 1-SFP,1.8,-14.0,25.2,32.4,3.31,NA,NA,NA,NA,NA
Oktyabrskaya_2,A2:SAM_1,oPort 1-SFP,1.6,-4.1,24.4,31.2,3.31,NA,NA,NA,NA,NA
Pravoberezhnaya,A1:SAM_1,oPort 1-SFP,1.6,-10.9,26.5,37.3,3.32,NA,NA,NA,NA,NA
Pravoberezhnaya,A2:SAM_1,oPort 1-SFP,-9.9,-17.4,15.4,40.0,3.34,NA,NA,NA,NA,NA
Pravoberezhnaya,IOM:SMD1H,oPort 1-SFP,1.6,-5.3,27.3,39.7,3.3,NA,NA,NA,NA,NA
Pravoberezhnaya,IOM:SMD1H,oPort 2-SFP,3.6,-5.3,29.0,37.3,3.35,NA,NA,NA,NA,NA
Pravoberezhnaya_2,A1:SAM_1,oPort 1-SFP,2.1,-10.6,26.8,38.4,3.31,NA,NA,NA,NA,NA
Pravoberezhnaya_2,A2:SAM_1,oPort 1-SFP,-9.4,-18.6,15.8,43.2,3.33,NA,NA,NA,NA,NA
Pravoberezhnaya_2,IOM:SMD1H,oPort 1-SFP,3.0,-8.9,16.8,33.8,3.27,NA,NA,NA,NA,NA
Pravoberezhnaya_2,IOM:SMD1H,oPort 2-SFP,3.5,-6.9,28.9,34.5,3.33,NA,NA,NA,NA,NA
Pivovariha,A1:SAM_1,oPort 1-SFP,-9.8,-13.9,8.1,42.1,3.32,NA,NA,NA,NA,NA
Pivovariha,A2:SAM_1,oPort 1-SFP,1.6,-16.5,33.9,59.8,3.3,NA,NA,NA,NA,NA
Pivovariha_2,A1:SAM_1,oPort 1-SFP,-9.9,-15.2,8.0,43.4,3.34,NA,NA,NA,NA,NA
Pivovariha_2,A2:SAM_1,oPort 1-SFP,2.2,-16.2,36.1,61.9,3.32,NA,NA,NA,NA,NA
Vostochnaya_2,A1:SAM_1,oPort 1-SFP,2.1,-8.1,25.6,38.2,3.35,NA,NA,NA,NA,NA
Vostochnaya_2,A2:SAM_1,oPort 1-SFP,-11.0,-18.5,6.5,37.5,3.32,NA,NA,NA,NA,NA
Vostochnaya,A1:SAM_1,oPort 1-SFP,-1.6,-14.2,18.4,41.6,3.27,NA,NA,NA,NA,NA
Vostochnaya,A2:SAM_1,oPort 1-SFP,-11.7,-15.5,15.2,36.2,3.32,NA,NA,NA,NA,NA
Pokrovskaya_2,A1:SAM_1,oPort 1-SFP,-11.8,-17.0,17.0,32.9,3.33,NA,NA,NA,NA,NA
Pokrovskaya_2,A2:SAM_1,oPort 1-SFP,-10.4,-17.7,28.5,41.9,3.3,NA,NA,NA,NA,NA
Pokrovskaya,A1:SAM_1,oPort 1-SFP,-10.8,-15.0,16.0,35.7,3.32,NA,NA,NA,NA,NA
Pokrovskaya,A2:SAM_1,oPort 1-SFP,-10.5,-17.7,16.8,35.2,3.32,NA,NA,NA,NA,NA
Pivzavod,A1:SAM_1,oPort 1-SFP,2.2,-14.2,28.8,53.4,3.34,NA,NA,NA,NA,NA
Pivzavod,A2:SAM_1,oPort 1-SFP,2.3,-26.0,34.6,43.7,3.44,NA,NA,NA,NA,NA
Pivzavod_2,A1:SAM_1,oPort 1-SFP,0.8,-9.6,23.6,45.1,3.32,NA,NA,NA,NA,NA
Pivzavod_2,A2:SAM_1,oPort 1-SFP,2.3,-25.5,26.2,32.8,3.38,NA,NA,NA,NA,NA
Centralnaya,A1:SAM_1,oPort 1-SFP,2.2,-11.7,26.7,42.9,3.33,NA,NA,NA,NA,NA
Centralnaya,A2:SAM_1,oPort 1-SFP,0.8,-7.9,24.9,44.5,3.36,NA,NA,NA,NA,NA
Centralnaya_2,A1:SAM_1,oPort 1-SFP,1.1,-10.6,27.9,46.2,3.32,NA,NA,NA,NA,NA
Centralnaya_2,A2:SAM_1,oPort 1-SFP,2.0,-4.8,24.7,46.1,3.32,NA,NA,NA,NA,NA
Rabochaya,A1:SAM_1,oPort 1-SFP,2.1,-7.4,25.1,47.4,3.31,NA,NA,NA,NA,NA
Rabochaya,A2:SAM_1,oPort 1-SFP,2.4,-3.1,30.9,28.0,3.39,NA,NA,NA,NA,NA
Rabochaya_2,A1:SAM_1,oPort 1-SFP,1.8,-4.4,23.7,46.3,3.32,NA,NA,NA,NA,NA
Rabochaya_2,A2:SAM_1,oPort 1-SFP,1.6,-4.2,29.6,47.9,3.32,NA,NA,NA,NA,NA
Znamenskaya,A1:SAM_1,oPort 1-SFP,2.1,-8.6,24.6,43.3,3.33,NA,NA,NA,NA,NA
Znamenskaya,A2:SAM_1,oPort 1-SFP,3.0,-9.9,27.6,49.9,3.33,NA,NA,NA,NA,NA
Znamenskaya,IOM:SMD1H,oPort 1-SFP,,,,,,,,,,
Znamenskaya,IOM:SMD1H,oPort 2-SFP,,,,,,,,,,
Znamenskaya_2,A1:SAM_1,oPort 1-SFP,1.6,-4.4,23.1,45.3,3.32,NA,NA,NA,NA,NA
Znamenskaya_2,A2:SAM_1,oPort 1-SFP,2.6,-3.7,32.4,46.3,3.32,NA,NA,NA,NA,NA
Karluk,A1:SAM_1,oPort 1-SFP,1.5,-28.5,35.1,30.5,3.39,NA,NA,NA,NA,NA
Karluk,A2:SAM_1,oPort 1-SFP,1.0,-2.1,21.0,35.3,3.29,NA,NA,NA,NA,NA
Karluk_2,A1:SAM_1,oPort 1-SFP,1.5,-22.1,34.6,32.6,3.39,NA,NA,NA,NA,NA
Karluk_2,A2:SAM_1,oPort 1-SFP,1.0,-4.9,21.1,35.8,3.3,NA,NA,NA,NA,NA
Homutovo,A1:SAM_1,oPort 1-SFP,1.0,-1.2,15.6,32.3,3.28,NA,NA,NA,NA,NA
Homutovo,A2:SAM_1,oPort 1-SFP,1.0,-1.6,16.4,32.2,3.28,NA,NA,NA,NA,NA
Homutovo_2,A1:SAM_1,oPort 1-SFP,1.0,-2.9,18.7,33.3,3.31,NA,NA,NA,NA,NA
Homutovo_2,A2:SAM_1,oPort 1-SFP,0.0,-5.6,18.0,33.6,3.31,NA,NA,NA,NA,NA
Bytovaya,A1:SAM_1,oPort 1-SFP,-11.2,-13.7,17.3,37.7,3.32,NA,NA,NA,NA,NA
Bytovaya,A2:SAM_1,oPort 1-SFP,-11.7,-12.1,16.7,37.6,3.32,NA,NA,NA,NA,NA
Bytovaya_2,A1:SAM_1,oPort 1-SFP,-11.4,-22.5,15.9,37.8,3.32,NA,NA,NA,NA,NA
Bytovaya_2,A2:SAM_1,oPort 1-SFP,-10.4,-14.9,16.3,37.7,3.32,NA,NA,NA,NA,NA
Melnikovo,A1:SAM_1,oPort 1-SFP,2.3,-6.7,23.6,48.3,3.33,NA,NA,NA,NA,NA
Melnikovo,A2:SAM_1,oPort 1-SFP,0.9,-6.1,17.3,43.8,3.33,NA,NA,NA,NA,NA
Melnikovo_2,A1:SAM_1,oPort 1-SFP,2.2,-12.3,30.4,35.0,3.32,NA,NA,NA,NA,NA
Melnikovo_2,A2:SAM_1,oPort 1-SFP,1.7,-9.7,20.2,39.5,3.37,NA,NA,NA,NA,NA
IGES_2,A1:SAM_4,oPort 1-SFP,1.4,-13.7,30.1,46.1,3.3,NA,NA,NA,NA,NA
IGES_2,A2:SAM_4,oPort 1-SFP,-10.0,-10.0,11.0,25.2,3.29,NA,NA,NA,NA,NA
PRES,A1:SAM_4,oPort 1-SFP,1.4,-11.1,30.2,57.5,3.25,NA,NA,NA,NA,NA
PRES,A2:SAM_4,oPort 1-SFP,1.2,-13.5,30.2,50.6,3.25,NA,NA,NA,NA,NA
NITEC,A1:SAM_1,oPort 1-SFP,2.0,-7.6,23.9,33.2,3.31,NA,NA,NA,NA,NA
NITEC,A2:SAM_1,oPort 1-SFP,-10.6,-10.6,22.2,43.8,3.33,NA,NA,NA,NA,NA
NITEC,ES3:MPS_2G_8F,GE-ETY port 1-SFP,-40.0,-40.0,4.0,22.0,3.28,NA,NA,NA,NA,NA
NITEC,ES3:MPS_2G_8F,GE-ETY port 2-SFP,-34.0,-40.0,4.0,21.5,3.28,NA,NA,NA,NA,NA
NovayaLisiha,A1:SAM_1,oPort 1-SFP,-10.6,-17.7,7.9,41.9,3.32,NA,NA,NA,NA,NA
NovayaLisiha,A2:SAM_1,oPort 1-SFP,-0.5,-13.0,24.6,41.0,3.31,NA,NA,NA,NA,NA
NovayaLisiha_2,A1:SAM_1,oPort 1-SFP,-10.7,-16.8,7.6,40.0,3.31,NA,NA,NA,NA,NA
NovayaLisiha_2,A2:SAM_1,oPort 1-SFP,-1.3,-11.2,24.0,41.1,3.3,NA,NA,NA,NA,NA
Stolbovo,A1:SAM_1,oPort 1-SFP,-1.6,-13.0,16.0,37.3,3.27,NA,NA,NA,NA,NA
Stolbovo,A2:SAM_1,oPort 1-SFP,-2.0,-11.7,23.2,40.3,3.28,NA,NA,NA,NA,NA
Stolbovo_2,A1:SAM_1,oPort 1-SFP,,,,,,,,,,
Stolbovo_2,A2:SAM_1,oPort 1-SFP,,,,,,,,,,
TEC-7,A1:SAM_1,oPort 1-SFP,-10.8,-17.4,9.6,39.7,3.38,NA,NA,NA,NA,NA
TEC-7,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,31.1,3.31,NA,NA,NA,NA,NA
NITEC_2,A1:SAM_1,oPort 1-SFP,-11.5,-11.2,23.4,35.9,3.32,NA,NA,NA,NA,NA
NITEC_2,A2:SAM_1,oPort 1-SFP,2.1,-15.3,22.5,34.4,3.29,NA,NA,NA,NA,NA
ATS-24,A1:SAM_1,oPort 1-SFP,-10.6,-12.0,7.6,34.1,3.29,NA,NA,NA,NA,NA
ATS-24,A2:SAM_1,oPort 1-SFP,-11.0,-11.6,6.0,33.3,3.28,NA,NA,NA,NA,NA
CUS_BG,XS A:SAM_4,oPort 1-SFP,-10.1,-11.1,9.2,24.6,3.23,NA,NA,NA,NA,NA
CUS_BG,XS B:SAM_4,oPort 1-SFP,1.3,-9.7,30.1,42.3,3.22,NA,NA,NA,NA,NA
CUS_BG,ES3:MPS_2G_8F,GE-ETY port 1-SFP,,,,,,,,,,
CUS_BG,ES3:MPS_2G_8F,GE-ETY port 2-SFP,-40.0,-40.0,4.0,21.5,3.28,NA,NA,NA,NA,NA
Birusa,A1:SAM_1,oPort 1-SFP,-11.6,-18.3,27.2,42.8,3.28,NA,NA,NA,NA,NA
Birusa,A2:SAM_4,oPort 1-SFP,-0.1,-15.8,12.0,28.9,3.29,NA,NA,NA,NA,NA
Klyuchi,A1:SAM_1,oPort 1-SFP,-10.7,-14.9,26.6,33.2,3.32,NA,NA,NA,NA,NA
Klyuchi,A2:SAM_1,oPort 1-SFP,-2.0,-14.2,9.5,24.3,3.31,NA,NA,NA,NA,NA
TEC-12,A1:SAM_1,oPort 1-SFP,-10.7,-10.1,24.4,36.9,3.28,NA,NA,NA,NA,NA
SES,A1:SAM_4,oPort 1-SFP,-10.4,-13.1,23.1,37.4,3.26,NA,NA,NA,NA,NA
SES,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,41.1,3.29,NA,NA,NA,NA,NA
