NE,Card,Object,Tx Optical Power(dBm),Rx Optical Power(dBm),Tx Laser Bias Current(mA),Transceiver Temperature(Celsius),3.3V supply voltage(V),+5V supply voltage(V),+1.8V supply voltage(V),XFP temperature(Celsius),TEC current(mA),Laser wavelength(nm)
Pereval,XS A:SAM_16,oPort 1-SFP,0.6,-23.0,22.0,42.7,3.31,NA,NA,NA,NA,NA
Pereval,XS B:SAM_16,oPort 1-SFP,0.5,-11.2,21.4,40.2,3.31,NA,NA,NA,NA,NA
Pereval,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-6.6,12.4,31.6,3.28,NA,NA,NA,NA,NA
Pereval,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,29.3,3.29,NA,NA,NA,NA,NA
Rudnaya,XS A:SAM_16,oPort 1-SFP,0.5,-9.5,25.3,50.8,3.3,NA,NA,NA,NA,NA
Rudnaya,XS B:SAM_16,oPort 1-SFP,0.6,-9.3,24.3,47.9,3.31,NA,NA,NA,NA,NA
Rudnaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.2,-5.2,13.1,38.5,3.27,NA,NA,NA,NA,NA
Rudnaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,35.8,3.29,NA,NA,NA,NA,NA
Kultuk_BG,XS A:SAM_16,oPort 1-SFP,0.4,-24.1,24.3,48.4,3.32,NA,NA,NA,NA,NA
Kultuk_BG,XS B:SAM_16,oPort 1-SFP,0.5,-18.7,21.8,46.4,3.31,NA,NA,NA,NA,NA
Kultuk_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.4,12.6,37.8,3.26,NA,NA,NA,NA,NA
Kultuk_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,34.6,3.28,NA,NA,NA,NA,NA
Lugovaya,XS A:SAM_16,oPort 1-SFP,0.5,-10.8,24.4,51.2,3.31,NA,NA,NA,NA,NA
Lugovaya,XS B:SAM_16,oPort 1-SFP,0.5,-24.7,22.8,47.6,3.31,NA,NA,NA,NA,NA
Lugovaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.4,13.5,40.0,3.25,NA,NA,NA,NA,NA
Lugovaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,37.6,3.27,NA,NA,NA,NA,NA
Svetlaya,XS A:SAM_16,oPort 1-SFP,2.1,-12.2,28.0,41.0,3.31,NA,NA,NA,NA,NA
Svetlaya,XS B:SAM_16,oPort 1-SFP,1.7,-11.7,27.6,38.5,3.28,NA,NA,NA,NA,NA
Svetlaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-6.5,-5.8,9.2,43.6,3.27,NA,NA,NA,NA,NA
Svetlaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-21.4,-40.0,0.3,36.8,3.29,NA,NA,NA,NA,NA
Svetlaya,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Svetlaya,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Klyuchi_3,XS A:SAM_16,oPort 1-SFP,0.6,-16.4,21.2,39.9,3.3,NA,NA,NA,NA,NA
Klyuchi_3,XS B:SAM_16,oPort 1-SFP,0.5,-12.8,20.7,38.1,3.31,NA,NA,NA,NA,NA
Klyuchi_3,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.6,11.8,29.6,3.26,NA,NA,NA,NA,NA
Klyuchi_3,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,26.5,3.28,NA,NA,NA,NA,NA
Shelehovo,XS A:SAM_16,oPort 1-SFP,0.4,-22.4,24.7,50.6,3.31,NA,NA,NA,NA,NA
Shelehovo,XS B:SAM_16,oPort 1-SFP,0.5,-23.2,23.3,49.2,3.31,NA,NA,NA,NA,NA
Shelehovo,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.5,12.9,38.8,3.27,NA,NA,NA,NA,NA
Shelehovo,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,35.7,3.29,NA,NA,NA,NA,NA
Malaya_Elan,XS A:SAM_16,oPort 1-SFP,2.5,-12.1,29.0,47.6,3.25,NA,NA,NA,NA,NA
Malaya_Elan,XS B:SAM_16,oPort 1-SFP,2.3,-22.9,84.2,28.9,3.29,NA,NA,NA,NA,NA
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-6.2,-5.9,10.8,46.5,3.25,NA,NA,NA,NA,NA
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-37.0,-40.0,0.0,36.7,3.29,NA,NA,NA,NA,NA
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Izumrudnaya,XS A:SAM_16,oPort 1-SFP,0.5,-14.0,21.2,43.2,3.31,NA,NA,NA,NA,NA
Izumrudnaya,XS B:SAM_16,oPort 1-SFP,0.5,-13.8,21.9,41.5,3.32,NA,NA,NA,NA,NA
Izumrudnaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.2,-4.5,13.4,32.3,3.27,NA,NA,NA,NA,NA
Izumrudnaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,29.5,3.29,NA,NA,NA,NA,NA
Sputnik,XS A:SAM_16,oPort 1-SFP,0.5,-9.7,23.2,47.9,3.32,NA,NA,NA,NA,NA
Sputnik,XS B:SAM_16,oPort 1-SFP,0.6,-12.8,23.9,45.5,3.3,NA,NA,NA,NA,NA
Sputnik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.8,12.6,36.3,3.26,NA,NA,NA,NA,NA
Sputnik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,33.5,3.28,NA,NA,NA,NA,NA
UES_BG,XS A:SAM_16,oPort 1-SFP,0.5,-11.4,24.0,57.4,3.3,NA,NA,NA,NA,NA
UES_BG,XS B:SAM_16,oPort 1-SFP,2.4,-15.7,62.6,35.2,3.29,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.7,14.9,46.9,3.26,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,44.4,3.28,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
UES_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
UES_BG,TS3:SMQ1&4,oPort 1-SFP,1.8,-10.8,30.0,58.4,3.22,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 2-SFP,-10.7,-11.0,6.9,43.8,3.24,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 3-SFP,-10.5,-11.8,8.7,42.9,3.25,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Irkutskaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-13.3,23.2,46.1,3.31,NA,NA,NA,NA,NA
Irkutskaya_BG,XS B:SAM_16,oPort 1-SFP,0.4,-11.8,22.6,43.8,3.31,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.6,12.2,37.5,3.26,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-5.0,-7.5,12.3,36.9,3.26,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,-4.9,-7.9,11.9,34.8,3.26,NA,NA,NA,NA,NA
UP-15,XS A:SAM_16,oPort 1-SFP,0.4,-13.5,23.7,49.2,3.31,NA,NA,NA,NA,NA
UP-15,XS B:SAM_16,oPort 1-SFP,0.4,-14.1,22.9,45.4,3.3,NA,NA,NA,NA,NA
UP-15,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.1,13.8,38.4,3.26,NA,NA,NA,NA,NA
UP-15,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-37.0,4.0,34.7,3.28,NA,NA,NA,NA,NA
Belorechenskaya,XS A:SAM_16,oPort 1-SFP,0.5,-14.8,22.1,46.5,3.31,NA,NA,NA,NA,NA
Belorechenskaya,XS B:SAM_16,oPort 1-SFP,0.5,-12.7,21.6,45.0,3.3,NA,NA,NA,NA,NA
Belorechenskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.1,14.3,35.7,3.25,NA,NA,NA,NA,NA
Belorechenskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,34.0,3.28,NA,NA,NA,NA,NA
Lesozavod,XS A:SAM_16,oPort 1-SFP,0.4,-22.1,20.4,41.7,3.32,NA,NA,NA,NA,NA
Lesozavod,XS B:SAM_16,oPort 1-SFP,0.4,-13.1,20.5,39.5,3.32,NA,NA,NA,NA,NA
Lesozavod,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.9,13.5,31.9,3.27,NA,NA,NA,NA,NA
Lesozavod,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,28.9,3.29,NA,NA,NA,NA,NA
ChRES,XS A:SAM_16,oPort 1-SFP,0.4,-13.9,22.5,45.9,3.3,NA,NA,NA,NA,NA
ChRES,XS B:SAM_16,oPort 1-SFP,0.5,-11.4,21.1,42.7,3.3,NA,NA,NA,NA,NA
ChRES,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-5.9,12.9,34.7,3.27,NA,NA,NA,NA,NA
ChRES,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,31.6,3.29,NA,NA,NA,NA,NA
Cheremhovo_BG,XS A:SAM_16,oPort 1-SFP,0.5,-27.7,24.4,51.5,3.31,NA,NA,NA,NA,NA
Cheremhovo_BG,XS B:SAM_16,oPort 1-SFP,0.5,-11.8,23.5,47.3,3.31,NA,NA,NA,NA,NA
Cheremhovo_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.3,14.1,38.9,3.26,NA,NA,NA,NA,NA
Cheremhovo_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-5.0,-40.0,12.2,37.8,3.26,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 1-SFP,-0.2,-17.5,22.5,39.0,3.18,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 2-SFP,-1.0,-12.5,20.8,37.8,3.19,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 3-SFP,-10.6,-10.7,6.9,34.6,3.25,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Kutulik,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Kutulik,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
Kutulik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.9,13.7,37.5,3.27,NA,NA,NA,NA,NA
Kutulik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,33.8,3.29,NA,NA,NA,NA,NA
Kutulik,TS3:SMQ1&4,oPort 1-SFP,-0.2,-15.1,23.6,36.9,3.19,NA,NA,NA,NA,NA
Kutulik,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Kutulik,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Kutulik,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Zarya_BG,XS A:SAM_16,oPort 1-SFP,0.4,-12.2,21.7,42.2,3.31,NA,NA,NA,NA,NA
Zarya_BG,XS B:SAM_16,oPort 1-SFP,-40.0,-4.1,0.0,33.4,3.32,NA,NA,NA,NA,NA
Zarya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.6,10.9,31.2,3.27,NA,NA,NA,NA,NA
Zarya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,26.8,3.29,NA,NA,NA,NA,NA
Zarya_BG,TS3:SMQ1&4,oPort 1-SFP,-1.2,-17.5,21.2,27.7,3.21,NA,NA,NA,NA,NA
Zarya_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Zarya_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Zarya_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Tyret_BG,XS A:SAM_16,oPort 1-SFP,-40.0,-40.0,0.0,42.0,3.32,NA,NA,NA,NA,NA
Tyret_BG,XS B:SAM_16,oPort 1-SFP,0.4,-11.9,23.0,44.2,3.31,NA,NA,NA,NA,NA
Tyret_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-6.8,13.4,35.9,3.26,NA,NA,NA,NA,NA
Tyret_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,33.0,3.28,NA,NA,NA,NA,NA
Tyret_BG,TS3:SMQ1&4,oPort 1-SFP,-1.1,-14.3,22.4,36.9,3.21,NA,NA,NA,NA,NA
Tyret_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Tyret_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Tyret_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Altarik,XS A:SAM_16,oPort 1-SFP,0.6,-11.2,23.8,50.3,3.31,NA,NA,NA,NA,NA
Altarik,XS B:SAM_16,oPort 1-SFP,0.5,-21.4,23.9,48.1,3.31,NA,NA,NA,NA,NA
Altarik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.7,14.3,39.6,3.27,NA,NA,NA,NA,NA
Altarik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,36.9,3.29,NA,NA,NA,NA,NA
Bahtay,XS A:SAM_16,oPort 1-SFP,0.5,-11.6,21.9,47.7,3.31,NA,NA,NA,NA,NA
Bahtay,XS B:SAM_16,oPort 1-SFP,0.4,-12.1,22.6,45.6,3.31,NA,NA,NA,NA,NA
Bahtay,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-3.6,13.6,36.5,3.26,NA,NA,NA,NA,NA
Bahtay,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,34.8,3.29,NA,NA,NA,NA,NA
Nukuty,XS A:SAM_16,oPort 1-SFP,0.4,-11.6,21.3,41.2,3.31,NA,NA,NA,NA,NA
Nukuty,XS B:SAM_16,oPort 1-SFP,0.5,-11.3,20.7,39.0,3.32,NA,NA,NA,NA,NA
Nukuty,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.2,13.2,30.3,3.28,NA,NA,NA,NA,NA
Nukuty,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,26.9,3.29,NA,NA,NA,NA,NA
Balagansk,XS A:SAM_16,oPort 1-SFP,0.5,-11.7,23.6,45.0,3.32,NA,NA,NA,NA,NA
Balagansk,XS B:SAM_16,oPort 1-SFP,0.5,-11.9,23.9,43.7,3.31,NA,NA,NA,NA,NA
Balagansk,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.8,13.2,34.8,3.26,NA,NA,NA,NA,NA
Balagansk,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,32.0,3.28,NA,NA,NA,NA,NA
Novoziminskaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-12.8,21.5,46.9,3.3,NA,NA,NA,NA,NA
Novoziminskaya_BG,XS B:SAM_16,oPort 1-SFP,0.6,-11.4,23.2,43.6,3.32,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.3,12.7,35.1,3.28,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Novoziminskaya_BG,TS3:SMQ1&4,oPort 1-SFP,-10.3,-15.0,18.3,34.4,3.25,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 2-SFP,-0.2,-11.2,22.5,37.8,3.2,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 3-SFP,-10.8,-10.4,6.5,34.4,3.26,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
ZiminskiyRES,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
ZiminskiyRES,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
ZiminskiyRES,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.7,12.1,31.2,3.27,NA,NA,NA,NA,NA
ZiminskiyRES,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 1-SFP,-9.6,-13.8,16.8,28.8,3.26,NA,NA,NA,NA,NA
ZiminskiyRES,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Stroibaza,XS A:SAM_16,oPort 1-SFP,0.5,-13.3,20.2,36.6,3.3,NA,NA,NA,NA,NA
Stroibaza,XS B:SAM_16,oPort 1-SFP,0.5,-13.7,20.5,34.0,3.31,NA,NA,NA,NA,NA
Stroibaza,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.4,11.4,26.8,3.27,NA,NA,NA,NA,NA
Stroibaza,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Oka,XS A:SAM_16,oPort 1-SFP,0.6,-14.1,22.0,42.8,3.3,NA,NA,NA,NA,NA
Oka,XS B:SAM_16,oPort 1-SFP,0.5,-9.4,21.0,41.0,3.31,NA,NA,NA,NA,NA
Oka,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.8,12.5,32.8,3.27,NA,NA,NA,NA,NA
Oka,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZSHK,XS A:SAM_16,oPort 1-SFP,0.4,-13.8,23.1,44.9,3.3,NA,NA,NA,NA,NA
ZSHK,XS B:SAM_16,oPort 1-SFP,0.6,-11.3,23.2,42.5,3.31,NA,NA,NA,NA,NA
ZSHK,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.9,12.3,34.2,3.27,NA,NA,NA,NA,NA
ZSHK,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Harik,XS A:SAM_16,oPort 1-SFP,0.5,-11.5,21.6,42.4,3.31,NA,NA,NA,NA,NA
Harik,XS B:SAM_16,oPort 1-SFP,0.5,-13.7,21.1,40.0,3.31,NA,NA,NA,NA,NA
Harik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.1,13.2,30.4,3.27,NA,NA,NA,NA,NA
Harik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Kuitun_BG,XS A:SAM_16,oPort 1-SFP,0.5,-14.9,22.5,41.8,3.31,NA,NA,NA,NA,NA
Kuitun_BG,XS B:SAM_16,oPort 1-SFP,0.5,-11.4,21.7,40.3,3.3,NA,NA,NA,NA,NA
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.3,12.5,30.3,3.27,NA,NA,NA,NA,NA
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Mayskaya,XS A:SAM_16,oPort 1-SFP,0.4,-9.5,17.2,29.0,3.32,NA,NA,NA,NA,NA
Mayskaya,XS B:SAM_16,oPort 1-SFP,0.5,-15.3,19.4,28.2,3.32,NA,NA,NA,NA,NA
Mayskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-5.1,10.9,17.8,3.27,NA,NA,NA,NA,NA
Mayskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZES_SSDTU,XS A:SAM_16,oPort 1-SFP,0.5,-13.3,23.4,50.0,3.31,NA,NA,NA,NA,NA
ZES_SSDTU,XS B:SAM_16,oPort 1-SFP,0.4,-11.4,23.5,48.8,3.31,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.9,13.9,39.2,3.27,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,36.7,3.29,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Tulun_BG,XS A:SAM_16,oPort 1-SFP,0.4,-13.3,23.0,48.9,3.31,NA,NA,NA,NA,NA
Tulun_BG,XS B:SAM_16,oPort 1-SFP,0.5,-10.4,21.1,44.3,3.3,NA,NA,NA,NA,NA
Tulun_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-5.5,12.9,36.2,3.26,NA,NA,NA,NA,NA
Tulun_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,-5.1,-5.7,12.7,31.7,3.27,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 1-SFP,-10.6,-13.6,17.3,34.4,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 2-SFP,-9.3,-14.5,19.1,34.6,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 3-SFP,-11.5,-10.9,17.4,34.2,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 4-SFP,-11.0,-12.0,6.8,35.1,3.25,NA,NA,NA,NA,NA
CEP,XS A:SAM_16,oPort 1-SFP,0.4,-15.3,21.4,41.3,3.32,NA,NA,NA,NA,NA
CEP,XS B:SAM_16,oPort 1-SFP,0.5,-11.0,21.1,39.6,3.31,NA,NA,NA,NA,NA
CEP,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.3,11.6,30.0,3.27,NA,NA,NA,NA,NA
CEP,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Azeiskaya,XS A:SAM_16,oPort 1-SFP,0.4,-13.3,22.5,42.9,3.31,NA,NA,NA,NA,NA
Azeiskaya,XS B:SAM_16,oPort 1-SFP,0.4,-9.8,21.5,40.2,3.3,NA,NA,NA,NA,NA
Azeiskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.7,12.8,29.9,3.27,NA,NA,NA,NA,NA
Azeiskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Badar,XS A:SAM_16,oPort 1-SFP,0.5,-11.8,24.4,49.5,3.31,NA,NA,NA,NA,NA
Badar,XS B:SAM_16,oPort 1-SFP,0.5,-11.2,22.8,47.7,3.31,NA,NA,NA,NA,NA
Badar,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.9,11.0,37.8,3.27,NA,NA,NA,NA,NA
Badar,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Steklozavod,XS A:SAM_16,oPort 1-SFP,0.4,-13.6,22.1,49.3,3.31,NA,NA,NA,NA,NA
Steklozavod,XS B:SAM_16,oPort 1-SFP,0.4,-11.3,23.0,47.2,3.31,NA,NA,NA,NA,NA
Steklozavod,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.0,12.9,37.4,3.26,NA,NA,NA,NA,NA
Steklozavod,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Tulun_2_BG,XS A:SAM_16,oPort 1-SFP,0.5,-12.2,24.0,48.4,3.3,NA,NA,NA,NA,NA
Tulun_2_BG,XS B:SAM_16,oPort 1-SFP,0.5,-15.5,23.9,47.7,3.31,NA,NA,NA,NA,NA
Tulun_2_BG,TS2:SMQ1&4,oPort 1-SFP,-9.9,-13.1,17.2,35.2,3.26,NA,NA,NA,NA,NA
Tulun_2_BG,TS2:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Tulun_2_BG,TS2:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Tulun_2_BG,TS2:SMQ1&4,oPort 4-SFP,-10.4,-11.2,14.0,33.2,3.26,NA,NA,NA,NA,NA
Tulun_2_BG,TS3:DMGE_4_L2,GE-ETY port 4-SFP,-5.0,-5.8,11.9,32.3,3.28,NA,NA,NA,NA,NA
Sheberta_BG,XS A:SAM_16,oPort 1-SFP,0.4,-11.4,24.1,49.6,3.3,NA,NA,NA,NA,NA
Sheberta_BG,XS B:SAM_16,oPort 1-SFP,0.6,-14.5,23.6,44.9,3.31,NA,NA,NA,NA,NA
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.4,12.8,36.0,3.27,NA,NA,NA,NA,NA
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
