NE,Card,Object,Tx Optical Power(dBm),Rx Optical Power(dBm),Tx Laser Bias Current(mA),Transceiver Temperature(Celsius),3.3V supply voltage(V),+5V supply voltage(V),+1.8V supply voltage(V),XFP temperature(Celsius),TEC current(mA),Laser wavelength(nm)
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 1-SFP,-0.9,-13.3,22.9,35.3,3.21,NA,NA,NA,NA,NA
Sheberta_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Sheberta_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Katarbei,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Katarbei,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
Katarbei,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.2,-5.1,18.1,38.7,3.26,NA,NA,NA,NA,NA
Katarbei,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 1-SFP,-0.1,-13.8,24.1,39.0,3.2,NA,NA,NA,NA,NA
Katarbei,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Katarbei,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Rubahino_BG,XS A:SAM_16,oPort 1-SFP,0.5,-9.2,20.2,42.2,3.31,NA,NA,NA,NA,NA
Rubahino_BG,XS B:SAM_16,oPort 1-SFP,0.4,-12.3,19.7,37.3,3.31,NA,NA,NA,NA,NA
Rubahino_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.9,11.7,31.1,3.27,NA,NA,NA,NA,NA
Rubahino_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Vodopad,XS A:SAM_16,oPort 1-SFP,0.4,-10.9,24.6,51.2,3.31,NA,NA,NA,NA,NA
Vodopad,XS B:SAM_16,oPort 1-SFP,0.6,-18.0,24.6,48.4,3.31,NA,NA,NA,NA,NA
Vodopad,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-5.3,13.0,39.8,3.27,NA,NA,NA,NA,NA
Vodopad,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Silikatnaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-10.9,22.5,43.2,3.3,NA,NA,NA,NA,NA
Silikatnaya_BG,XS B:SAM_16,oPort 1-SFP,0.5,-17.6,21.2,41.0,3.31,NA,NA,NA,NA,NA
Silikatnaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.8,13.6,31.8,3.27,NA,NA,NA,NA,NA
Silikatnaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Taishet_BG,XS A:SAM_16,oPort 1-SFP,0.5,-11.6,23.9,53.1,3.3,NA,NA,NA,NA,NA
Taishet_BG,XS B:SAM_16,oPort 1-SFP,0.5,-9.8,24.5,49.6,3.31,NA,NA,NA,NA,NA
Taishet_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.8,13.3,40.4,3.26,NA,NA,NA,NA,NA
Taishet_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 1-SFP,-9.7,-19.8,17.2,37.6,3.25,NA,NA,NA,NA,NA
Taishet_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Taishet_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Birusa_2,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Birusa_2,XS B:SAM_16,oPort 1-SFP,0.5,-12.1,23.1,47.2,3.31,NA,NA,NA,NA,NA
Birusa_2,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.8,12.2,39.6,3.27,NA,NA,NA,NA,NA
Birusa_2,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Irkutskaya_BG_1,A1:SAM_4,oPort 1-SFP,-11.2,-11.6,25.5,40.7,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_1,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,36.3,3.31,NA,NA,NA,NA,NA
Irkutskaya_BG_1,IOM:SMD1H,oPort 1-SFP,2.2,-16.9,30.7,31.5,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_1,IOM:SMD1H,oPort 2-SFP,-10.7,-11.9,16.0,35.6,3.3,NA,NA,NA,NA,NA
Irkutskaya_BG_2,A1:SAM_4,oPort 1-SFP,-10.0,-11.0,30.7,34.4,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_2,A2:SAM_4,oPort 1-SFP,-27.2,-40.0,0.1,32.1,3.35,NA,NA,NA,NA,NA
Irkutskaya_BG_2,IOM:SMD1H,oPort 1-SFP,2.1,-18.1,30.2,31.6,3.29,NA,NA,NA,NA,NA
Irkutskaya_BG_2,IOM:SMD1H,oPort 2-SFP,-2.4,-17.5,21.2,31.4,3.33,NA,NA,NA,NA,NA
UES_BG_1,A1:SAM_1,oPort 1-SFP,-9.3,-12.8,17.3,36.2,3.3,NA,NA,NA,NA,NA
UES_BG_1,A2:SAM_1,oPort 1-SFP,-11.6,-10.2,15.5,36.4,3.3,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 1-SFP,2.1,-21.0,28.5,37.8,3.23,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 2-SFP,2.3,-3.1,16.6,26.7,3.21,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 3-SFP,-0.2,-9.7,25.5,39.8,3.2,NA,NA,NA,NA,NA
UES_BG_1,ES1:S1_4,oPort 4-SFP,,,,,,,,,,
UES_BG_2,A1:SAM_1,oPort 1-SFP,-10.2,-10.9,19.0,39.2,3.32,NA,NA,NA,NA,NA
UES_BG_2,A2:SAM_1,oPort 1-SFP,-2.6,-12.8,21.8,46.4,3.34,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 1-SFP,2.1,-21.7,14.6,27.6,3.28,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 2-SFP,-11.1,-11.1,16.4,38.2,3.25,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 3-SFP,-2.1,-8.7,26.1,45.2,3.22,NA,NA,NA,NA,NA
UES_BG_2,ES1:S1_4,oPort 4-SFP,,,,,,,,,,
Studencheskaya,A1:SAM_1,oPort 1-SFP,3.1,-22.1,14.8,25.1,3.31,NA,NA,NA,NA,NA
Studencheskaya,A2:SAM_1,oPort 1-SFP,2.3,-22.1,29.6,28.2,3.39,NA,NA,NA,NA,NA
Studencheskaya,IOM:SMD1H,oPort 1-SFP,2.3,-19.1,27.6,44.8,3.31,NA,NA,NA,NA,NA
Studencheskaya,IOM:SMD1H,oPort 2-SFP,-9.9,-22.7,16.6,34.5,3.3,NA,NA,NA,NA,NA
Studencheskaya_2,A1:SAM_1,oPort 1-SFP,-11.6,-11.7,15.7,36.0,3.32,NA,NA,NA,NA,NA
Studencheskaya_2,A2:SAM_1,oPort 1-SFP,-10.7,-11.4,18.8,35.9,3.32,NA,NA,NA,NA,NA
Studencheskaya_2,IOM:SMD1H,oPort 1-SFP,1.5,-19.4,34.8,49.0,3.29,NA,NA,NA,NA,NA
Studencheskaya_2,IOM:SMD1H,oPort 2-SFP,2.3,-16.2,33.8,49.6,3.29,NA,NA,NA,NA,NA
Kirovskaya,A1:SAM_1,oPort 1-SFP,1.5,-20.7,31.1,43.2,3.32,NA,NA,NA,NA,NA
Kirovskaya,A2:SAM_1,oPort 1-SFP,1.7,-10.8,29.7,34.5,3.32,NA,NA,NA,NA,NA
Kirovskaya,IOM:SMD1H,oPort 1-SFP,1.4,-5.1,31.1,37.1,3.3,NA,NA,NA,NA,NA
Kirovskaya,IOM:SMD1H,oPort 2-SFP,2.2,-4.8,31.3,36.3,3.3,NA,NA,NA,NA,NA
Kirovskaya_2,A1:SAM_1,oPort 1-SFP,-9.6,-13.4,18.5,37.1,3.31,NA,NA,NA,NA,NA
Kirovskaya_2,A2:SAM_1,oPort 1-SFP,2.0,-11.1,14.8,24.2,3.32,NA,NA,NA,NA,NA
Kirovskaya_2,IOM:SMD1H,oPort 1-SFP,1.8,-5.7,33.0,42.5,3.28,NA,NA,NA,NA,NA
Kirovskaya_2,IOM:SMD1H,oPort 2-SFP,2.5,-3.7,37.4,42.6,3.28,NA,NA,NA,NA,NA
Oktyabrskaya,A1:SAM_1,oPort 1-SFP,2.7,-11.5,28.0,37.1,3.3,NA,NA,NA,NA,NA
Oktyabrskaya,A2:SAM_1,oPort 1-SFP,1.6,-5.0,28.6,37.0,3.31,NA,NA,NA,NA,NA
Oktyabrskaya_2,A1:SAM_1,oPort 1-SFP,1.8,-14.2,27.0,38.9,3.31,NA,NA,NA,NA,NA
Oktyabrskaya_2,A2:SAM_1,oPort 1-SFP,1.6,-4.1,26.2,37.7,3.31,NA,NA,NA,NA,NA
Pravoberezhnaya,A1:SAM_1,oPort 1-SFP,1.6,-10.9,26.5,37.6,3.32,NA,NA,NA,NA,NA
Pravoberezhnaya,A2:SAM_1,oPort 1-SFP,-9.8,-17.4,15.4,40.2,3.34,NA,NA,NA,NA,NA
Pravoberezhnaya,IOM:SMD1H,oPort 1-SFP,1.6,-5.4,27.3,39.8,3.3,NA,NA,NA,NA,NA
Pravoberezhnaya,IOM:SMD1H,oPort 2-SFP,3.6,-5.2,28.0,37.3,3.35,NA,NA,NA,NA,NA
Pravoberezhnaya_2,A1:SAM_1,oPort 1-SFP,2.1,-10.6,26.6,37.9,3.31,NA,NA,NA,NA,NA
Pravoberezhnaya_2,A2:SAM_1,oPort 1-SFP,-9.4,-18.7,15.6,42.6,3.33,NA,NA,NA,NA,NA
Pravoberezhnaya_2,IOM:SMD1H,oPort 1-SFP,3.0,-8.9,16.6,33.0,3.28,NA,NA,NA,NA,NA
Pravoberezhnaya_2,IOM:SMD1H,oPort 2-SFP,3.5,-6.7,28.9,34.0,3.34,NA,NA,NA,NA,NA
Pivovariha,A1:SAM_1,oPort 1-SFP,-9.9,-13.8,7.0,34.1,3.32,NA,NA,NA,NA,NA
Pivovariha,A2:SAM_1,oPort 1-SFP,1.6,-16.5,31.1,52.1,3.3,NA,NA,NA,NA,NA
Pivovariha_2,A1:SAM_1,oPort 1-SFP,-9.9,-15.2,6.9,34.2,3.34,NA,NA,NA,NA,NA
Pivovariha_2,A2:SAM_1,oPort 1-SFP,2.2,-16.4,32.9,53.1,3.32,NA,NA,NA,NA,NA
Vostochnaya_2,A1:SAM_1,oPort 1-SFP,2.1,-8.0,25.4,37.8,3.35,NA,NA,NA,NA,NA
Vostochnaya_2,A2:SAM_1,oPort 1-SFP,-11.1,-18.6,6.5,37.5,3.32,NA,NA,NA,NA,NA
Vostochnaya,A1:SAM_1,oPort 1-SFP,-1.6,-14.2,18.4,41.6,3.27,NA,NA,NA,NA,NA
Vostochnaya,A2:SAM_1,oPort 1-SFP,-11.7,-15.5,15.2,36.2,3.33,NA,NA,NA,NA,NA
Pokrovskaya_2,A1:SAM_1,oPort 1-SFP,-11.8,-17.0,17.1,33.3,3.33,NA,NA,NA,NA,NA
Pokrovskaya_2,A2:SAM_1,oPort 1-SFP,-10.4,-17.8,28.6,42.2,3.3,NA,NA,NA,NA,NA
Pokrovskaya,A1:SAM_1,oPort 1-SFP,-10.8,-15.2,16.1,35.9,3.32,NA,NA,NA,NA,NA
Pokrovskaya,A2:SAM_1,oPort 1-SFP,-10.5,-17.6,16.8,35.7,3.32,NA,NA,NA,NA,NA
Pivzavod,A1:SAM_1,oPort 1-SFP,2.2,-14.0,27.9,48.4,3.33,NA,NA,NA,NA,NA
Pivzavod,A2:SAM_1,oPort 1-SFP,2.3,-25.5,33.4,41.1,3.44,NA,NA,NA,NA,NA
Pivzavod_2,A1:SAM_1,oPort 1-SFP,0.8,-9.5,22.7,41.3,3.32,NA,NA,NA,NA,NA
Pivzavod_2,A2:SAM_1,oPort 1-SFP,2.3,-24.9,25.5,29.3,3.38,NA,NA,NA,NA,NA
Centralnaya,A1:SAM_1,oPort 1-SFP,2.2,-11.9,26.1,41.0,3.33,NA,NA,NA,NA,NA
Centralnaya,A2:SAM_1,oPort 1-SFP,0.8,-7.9,25.1,42.3,3.36,NA,NA,NA,NA,NA
Centralnaya_2,A1:SAM_1,oPort 1-SFP,1.1,-10.5,27.2,43.7,3.33,NA,NA,NA,NA,NA
Centralnaya_2,A2:SAM_1,oPort 1-SFP,2.0,-4.9,24.1,43.5,3.32,NA,NA,NA,NA,NA
Rabochaya,A1:SAM_1,oPort 1-SFP,2.1,-7.2,24.5,48.4,3.31,NA,NA,NA,NA,NA
Rabochaya,A2:SAM_1,oPort 1-SFP,2.3,-3.0,30.4,26.1,3.39,NA,NA,NA,NA,NA
Rabochaya_2,A1:SAM_1,oPort 1-SFP,1.7,-4.2,22.9,42.5,3.32,NA,NA,NA,NA,NA
Rabochaya_2,A2:SAM_1,oPort 1-SFP,1.6,-4.2,28.4,44.3,3.32,NA,NA,NA,NA,NA
Znamenskaya,A1:SAM_1,oPort 1-SFP,2.1,-8.6,24.1,44.8,3.33,NA,NA,NA,NA,NA
Znamenskaya,A2:SAM_1,oPort 1-SFP,3.0,-9.9,27.0,48.2,3.33,NA,NA,NA,NA,NA
Znamenskaya,IOM:SMD1H,oPort 1-SFP,,,,,,,,,,
Znamenskaya,IOM:SMD1H,oPort 2-SFP,,,,,,,,,,
Znamenskaya_2,A1:SAM_1,oPort 1-SFP,1.6,-4.3,22.6,43.2,3.32,NA,NA,NA,NA,NA
Znamenskaya_2,A2:SAM_1,oPort 1-SFP,2.6,-20.9,31.5,44.3,3.32,NA,NA,NA,NA,NA
Karluk,A1:SAM_1,oPort 1-SFP,1.5,-28.9,36.2,35.0,3.39,NA,NA,NA,NA,NA
Karluk,A2:SAM_1,oPort 1-SFP,1.0,-2.1,21.6,40.0,3.29,NA,NA,NA,NA,NA
Karluk_2,A1:SAM_1,oPort 1-SFP,1.5,-22.4,35.3,36.9,3.39,NA,NA,NA,NA,NA
Karluk_2,A2:SAM_1,oPort 1-SFP,1.0,-5.1,21.9,39.7,3.3,NA,NA,NA,NA,NA
Homutovo,A1:SAM_1,oPort 1-SFP,1.0,-1.2,15.9,32.8,3.29,NA,NA,NA,NA,NA
Homutovo,A2:SAM_1,oPort 1-SFP,1.0,-1.7,16.8,32.7,3.28,NA,NA,NA,NA,NA
Homutovo_2,A1:SAM_1,oPort 1-SFP,1.0,-2.7,19.2,33.7,3.3,NA,NA,NA,NA,NA
Homutovo_2,A2:SAM_1,oPort 1-SFP,-0.1,-5.6,17.8,34.2,3.31,NA,NA,NA,NA,NA
Bytovaya,A1:SAM_1,oPort 1-SFP,-11.2,-13.9,17.1,36.5,3.32,NA,NA,NA,NA,NA
Bytovaya,A2:SAM_1,oPort 1-SFP,-11.7,-11.9,16.5,36.2,3.32,NA,NA,NA,NA,NA
Bytovaya_2,A1:SAM_1,oPort 1-SFP,-11.4,-22.6,15.9,36.7,3.32,NA,NA,NA,NA,NA
Bytovaya_2,A2:SAM_1,oPort 1-SFP,-10.4,-15.0,16.2,36.8,3.32,NA,NA,NA,NA,NA
Melnikovo,A1:SAM_1,oPort 1-SFP,2.3,-6.6,24.8,51.4,3.33,NA,NA,NA,NA,NA
Melnikovo,A2:SAM_1,oPort 1-SFP,0.9,-6.1,19.0,47.3,3.33,NA,NA,NA,NA,NA
Melnikovo_2,A1:SAM_1,oPort 1-SFP,2.2,-12.1,31.6,38.8,3.32,NA,NA,NA,NA,NA
Melnikovo_2,A2:SAM_1,oPort 1-SFP,1.7,-9.8,21.4,43.3,3.36,NA,NA,NA,NA,NA
IGES_2,A1:SAM_4,oPort 1-SFP,1.4,-13.1,30.1,48.7,3.3,NA,NA,NA,NA,NA
IGES_2,A2:SAM_4,oPort 1-SFP,-10.0,-9.9,11.2,26.6,3.29,NA,NA,NA,NA,NA
PRES,A1:SAM_4,oPort 1-SFP,1.4,-11.2,30.2,56.6,3.25,NA,NA,NA,NA,NA
PRES,A2:SAM_4,oPort 1-SFP,1.2,-13.5,30.2,49.5,3.26,NA,NA,NA,NA,NA
NITEC,A1:SAM_1,oPort 1-SFP,2.0,-7.7,24.1,38.5,3.31,NA,NA,NA,NA,NA
NITEC,A2:SAM_1,oPort 1-SFP,-10.6,-10.6,22.3,40.3,3.34,NA,NA,NA,NA,NA
NITEC,ES3:MPS_2G_8F,GE-ETY port 1-SFP,-40.0,-40.0,4.0,22.9,3.28,NA,NA,NA,NA,NA
NITEC,ES3:MPS_2G_8F,GE-ETY port 2-SFP,-40.0,-40.0,4.0,22.6,3.28,NA,NA,NA,NA,NA
NovayaLisiha,A1:SAM_1,oPort 1-SFP,-10.6,-17.7,8.7,46.9,3.32,NA,NA,NA,NA,NA
NovayaLisiha,A2:SAM_1,oPort 1-SFP,-0.5,-13.2,26.2,46.0,3.31,NA,NA,NA,NA,NA
NovayaLisiha_2,A1:SAM_1,oPort 1-SFP,-10.6,-16.9,7.6,41.6,3.31,NA,NA,NA,NA,NA
NovayaLisiha_2,A2:SAM_1,oPort 1-SFP,-1.3,-11.3,24.4,42.7,3.3,NA,NA,NA,NA,NA
Stolbovo,A1:SAM_1,oPort 1-SFP,-1.6,-13.1,17.7,45.1,3.26,NA,NA,NA,NA,NA
Stolbovo,A2:SAM_1,oPort 1-SFP,-2.0,-11.2,25.6,48.3,3.27,NA,NA,NA,NA,NA
Stolbovo_2,A1:SAM_1,oPort 1-SFP,2.1,-9.8,33.3,45.4,3.32,NA,NA,NA,NA,NA
Stolbovo_2,A2:SAM_1,oPort 1-SFP,-2.0,-16.3,24.4,41.6,3.34,NA,NA,NA,NA,NA
TEC-7,A1:SAM_1,oPort 1-SFP,-10.7,-17.4,9.7,37.6,3.38,NA,NA,NA,NA,NA
TEC-7,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,29.3,3.31,NA,NA,NA,NA,NA
NITEC_2,A1:SAM_1,oPort 1-SFP,-11.5,-11.2,23.5,37.1,3.32,NA,NA,NA,NA,NA
NITEC_2,A2:SAM_1,oPort 1-SFP,2.1,-14.6,22.8,35.4,3.29,NA,NA,NA,NA,NA
ATS-24,A1:SAM_1,oPort 1-SFP,-10.6,-12.0,8.1,37.6,3.29,NA,NA,NA,NA,NA
ATS-24,A2:SAM_1,oPort 1-SFP,-10.9,-11.8,6.3,36.7,3.28,NA,NA,NA,NA,NA
CUS_BG,XS A:SAM_4,oPort 1-SFP,-10.1,-11.2,9.3,25.0,3.23,NA,NA,NA,NA,NA
CUS_BG,XS B:SAM_4,oPort 1-SFP,1.3,-9.8,30.1,44.8,3.22,NA,NA,NA,NA,NA
CUS_BG,ES3:MPS_2G_8F,GE-ETY port 1-SFP,,,,,,,,,,
CUS_BG,ES3:MPS_2G_8F,GE-ETY port 2-SFP,-40.0,-40.0,4.0,22.1,3.28,NA,NA,NA,NA,NA
Birusa,A1:SAM_1,oPort 1-SFP,-11.6,-18.2,27.3,43.0,3.28,NA,NA,NA,NA,NA
Birusa,A2:SAM_4,oPort 1-SFP,-0.1,-15.8,12.0,29.3,3.29,NA,NA,NA,NA,NA
Klyuchi,A1:SAM_1,oPort 1-SFP,-10.7,-14.9,27.0,36.1,3.32,NA,NA,NA,NA,NA
Klyuchi,A2:SAM_1,oPort 1-SFP,-2.0,-14.3,10.1,27.4,3.3,NA,NA,NA,NA,NA
TEC-12,A1:SAM_1,oPort 1-SFP,-10.7,-10.1,24.5,38.2,3.28,NA,NA,NA,NA,NA
SES,A1:SAM_4,oPort 1-SFP,-10.4,-13.1,24.4,37.6,3.26,NA,NA,NA,NA,NA
SES,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,40.9,3.29,NA,NA,NA,NA,NA
